date,pe1,sd1,pe3,sd3,pe5,sd5,log_ret,shift_ret,proj,ds1,ds3,ds5,shp1,shp3,shp5,symbol,hsi1,hsi3,hsi5,HSC,trade
2019-07-12,180.2274730909998,1.1486579242590662,180.0219284194029,0.8908696153419314,179.72419210807385,0.9220733558628048,0.0009501530756939047,0.00026284071372462137,0.00023503700917942762,2,3,3,22332,13333,23233,V,0.5637119736624522,0.46872727104548023,0.8950637891268335,0.5162196223539662,1
2019-07-15,180.27485043473445,0.4619707100519664,179.68741104568883,0.7789217256188264,179.72969015557348,1.008289063868551,0.00026284071372462137,-0.003953940450504234,0.006453466438852919,2,2,3,23322,13332,23333,V,0.39931722385561913,0.6931607804334146,0.8725639912477124,0.7828623858405634,1
2019-07-16,179.56346173247448,0.9774115563858193,179.37287900487823,0.8446922078925041,179.63932056538684,1.0125497858585224,-0.003953940450504234,-0.001892713514186184,0.015932290303850422,2,2,2,33222,23232,22332,V,0.6156883984003434,0.0,0.06147053556058389,0.030735267780291946,0
2019-07-17,179.22392096985766,0.5374547003464102,179.60337953688614,1.1409429945250054,179.78059486234136,1.044995939354302,-0.001892713514186184,0.0005986991852324763,0.019778757646635187,2,2,2,32222,33332,22332,V,0.682313238473382,0.368186434518062,0.06147053556058389,0.21482848503932295,0
2019-07-18,179.3312543123027,1.136516596333655,179.80307337486738,1.156494949649703,180.22346029472666,1.4171009602427445,0.0005986991852324763,0.0051376332165951055,0.02163239110599141,2,2,2,22222,33322,32332,V,0.8677265262035473,0.19880927691988598,0.7660306558251031,0.8168785910143253,1
2019-07-19,180.2549633284981,1.5283180276112271,180.11593300984882,1.0706896706015248,180.84207321881826,1.6063069995657093,0.0051376332165951055,-0.002399264009040003,0.009208920580813063,2,2,2,22222,32322,32332,V,0.8677265262035473,0.3745167967986425,0.7660306558251031,0.8168785910143253,1
2019-07-22,179.8230024838013,0.8408623832965074,180.51036127761085,1.4490500864832583,181.34483004655866,1.6629325241658188,-0.002399264009040003,0.0024817542504873558,-0.0033734726202724846,2,2,2,22222,33322,33332,V,0.8677265262035473,0.19880927691988598,0.0,0.09940463845994299,0
2019-07-23,180.26983321724708,0.9943895059853647,181.37746676059734,1.6766643578211218,182.02235317842133,1.5736089043299457,0.0024817542504873558,0.00646056330399869,-0.004417510217104345,2,2,3,22222,33222,23323,V,0.8677265262035473,0.5072153347886542,0.8775396113482835,0.8726330687759154,1
2019-07-24,181.43824813178423,2.0367022429365393,182.21043817724834,1.4947279600675953,182.3513699289894,1.3080462325517597,0.00646056330399869,0.005420031100710432,-0.02534404938378583,2,3,3,22222,23223,23323,V,0.8677265262035473,0.898715223386926,0.8775396113482835,0.8726330687759154,1
2019-07-25,182.4243189327606,1.4383501962864045,182.80122818102507,0.9866370903453888,181.90699520431798,2.0241412095414013,0.005420031100710432,0.001886282453058108,-0.06760199431680577,2,3,2,22222,33223,23322,V,0.8677265262035473,0.9055712202317384,1.0,0.8866488732176429,1
2019-07-26,182.76874746720017,0.8387251539312279,182.63142752680073,0.9322530407036138,181.31682929520068,2.264474298991832,0.001886282453058108,0.0024147311687201523,-0.061152548758084825,2,3,2,22222,32223,23322,V,0.8677265262035473,0.6621968729375792,1.0,0.9338632631017736,1
2019-07-29,183.21061814311443,0.6186500999448973,181.44730320720964,2.3922622913600193,180.1310534439656,2.7815542030967957,0.0024147311687201523,-0.007097321262610201,-0.05587938178207059,2,2,2,22222,32232,33322,V,0.8677265262035473,1.0,0.9798136907406451,0.9899068453703226,1
2019-07-30,181.9149169700876,0.9713677479310687,180.2015936218963,2.2657018193509337,177.5073440475469,4.585717454534561,-0.007097321262610201,-0.014945216622924917,-0.020350484100544613,1,1,2,22221,32231,33232,V,1.0,0.5,0.7655929967278355,0.8827964983639178,1
2019-07-31,179.216374508427,2.92992136525692,178.50991070220866,2.35148280941645,175.442755198781,4.461844100931517,-0.014945216622924917,0.0014336336131286487,-0.0017221725080693836,2,1,1,22212,22231,33231,V,0.9902605219968001,0.6551812301801129,0.23753301614981134,0.8227208760884566,1
2019-08-01,179.4734893871742,1.8383317670187267,175.46847625307328,4.589410578353037,174.19406471016882,4.043540991052438,0.0014336336131286487,-0.014782881870908149,-0.01516129898338039,2,1,1,22122,22321,33221,V,0.5454889236758454,0.5968434500728006,0.5,0.5227444618379227,1
2019-08-02,176.8398682110247,1.6397163474443865,172.8413040327679,3.557356436334097,173.9419389016612,3.7077298859904455,-0.014782881870908149,-0.03890473820819906,-0.003177592670747976,1,1,1,21221,22311,33221,V,0.5641028350125546,0.6551812301801129,0.5,0.5320514175062774,1
2019-08-05,170.09207116102095,2.954029597265581,171.55232198421507,2.5084183919567145,174.35551185850676,4.088540450389004,-0.03890473820819906,0.008779521469763907,0.027606956179881754,1,1,1,12211,22311,33221,V,0.5641028350125545,0.6551812301801129,0.5,0.5320514175062773,1
2019-08-06,171.59197272625812,1.2284473866063972,174.25925171208675,3.4754584120292256,175.68758525729953,3.3364756773822775,0.008779521469763907,0.00801565541871252,0.021432105565968133,3,2,2,22113,23212,32322,V,0.5641028350125545,0.43766916130199846,0.6895742004508637,0.6268385177317091,1
2019-08-07,172.9729220653662,2.70182855589997,176.69783846841827,3.272568464587602,176.62477934042815,2.749745170047389,0.00801565541871252,0.02984361807831082,0.02400449668685566,2,3,2,21132,23113,32312,V,0.5641028350125546,0.6551812301801131,0.5,0.5320514175062774,1
2019-08-08,178.21286034463594,1.7165733171264548,177.95767716495777,1.55706271133319,176.98775403057667,2.193822535009331,0.02984361807831082,0.003891534347260972,0.008204456471528029,3,3,3,11323,23113,32213,V,0.5641028350125545,0.6551812301801131,0.7518716965941807,0.6096420325963339,1
2019-08-09,178.90773299525273,0.9749417340530226,177.31270476404623,1.995682134765015,176.39909196164945,2.1716827985139227,0.003891534347260972,-0.01212011576743155,0.003017013271089764,2,3,3,13232,32123,32213,V,0.4876745690890017,0.8438801626957354,0.7518716965941807,0.797875929644958,1
2019-08-12,176.7524381549847,1.3286808891458999,175.93939227099818,2.0408401924882655,176.0425553625989,2.0361587580034564,-0.01212011576743155,-0.0026881272771275277,0.023408796439839088,1,2,2,32321,31132,32212,V,0.5641028350125544,0.5,0.6645709446389226,0.5320514175062772,1
2019-08-13,176.27794314190132,2.5785994104246646,175.44509621933662,2.019594390250007,176.62706773160198,2.522934968200694,-0.0026881272771275277,-0.008489330692875718,0.02534098582318247,2,1,2,23212,31131,23222,V,0.6086877605778912,0.5,0.6645709446389226,0.6366293526084069,1
2019-08-14,174.7877955161086,2.0136426842949025,175.7274651720362,2.134147858762577,177.26097910322173,2.5817649484093956,-0.008489330692875718,0.0027524335324224936,0.014830580569067867,2,2,2,32122,21232,23122,V,0.6557752046796791,0.177932023090906,0.5,0.5778876023398396,1
2019-08-15,175.26955,1.6460662633482699,177.35653333333335,2.494035413225765,178.48142,2.4495813493222363,0.0027524335324224936,0.010530905682872849,0.008475231436378914,2,2,2,21222,11322,22132,V,0.507961094948196,0.6551812301801129,0.49916460624259307,0.5035628505953945,1
2019-08-16,177.12505000000002,2.4237677302084815,178.74918333333335,1.8936518840269383,179.57650999999998,1.9204950627925381,0.010530905682872849,0.014293683057180928,0.006111219164087712,2,3,3,12222,11313,22133,V,0.8115147269936,0.5,0.7589350617554737,0.7852248943745368,1
2019-08-19,179.675,1.0850960018972131,180.0041666666667,1.0360542135107234,179.6275,2.0077111214934322,0.014293683057180928,-0.0012669773151641195,-0.011159037150410596,3,3,3,22223,12323,22123,V,0.6659725401405538,0.7817914478228472,0.6645709446389226,0.6652717423897383,1
2019-08-20,179.4475,0.8866557016865806,180.36083333333332,1.2599455856456134,179.0435,2.3267014713628624,-0.0012669773151641195,0.008006425674200734,0.006241379790746465,2,3,3,22232,13223,32223,V,0.2638850039361797,0.8063159041869987,0.8126638446982918,0.8094898744426453,1
2019-08-21,180.89,0.6069047152011,179.67166666666665,2.532235208568736,178.7955,2.339879607789122,0.008006425674200734,-0.0008019135745724881,0.0015202609320583455,3,2,2,22323,13132,31222,V,0.21848854609229515,0.5,0.6645709446389226,0.5822854723194613,1
2019-08-22,180.745,1.7273775885235159,178.29333333333332,2.6688381310407308,178.1515,2.1525951901441167,-0.0008019135745724881,-0.01879287419066422,-0.0040250076074028075,2,2,2,23232,23232,21322,V,0.33295927120737234,0.0,0.8187308830396078,0.16647963560368617,0
2019-08-23,177.38,3.1051247962038517,177.4475,1.8929060150515093,178.11599999999999,2.028158096194153,-0.01879287419066422,-0.0035297310285979933,0.02170481452249421,1,1,2,32321,32231,21332,V,0.5641028350125544,0.5,0.7067071795676999,0.5320514175062772,0
2019-08-26,176.755,1.099621146880446,177.54416666666665,1.222913498266506,178.873,2.01118477781787,-0.0035297310285979933,0.008184008773432616,0.04313880795451331,2,1,2,23212,31321,21232,V,0.6086877605778912,0.5,0.42115562003972623,0.4605778100198631,0
2019-08-27,178.2075,0.9335014729500963,178.81500000000003,1.655923252503511,179.5255,1.7058304814895728,0.008184008773432616,-0.003020704645326333,0.04055665446179309,3,2,2,32123,32322,22232,V,0.5891985883307781,0.3745167967986425,0.154775597473967,0.48185769256471034,0
2019-08-28,177.67,1.4017132374348165,179.80083333333334,1.9203430485833564,180.13000000000002,1.6665628037812938,-0.003020704645326333,0.016176772037888476,0.03426295941914789,2,3,2,21232,22313,12222,V,0.09985099545839135,0.5,0.5,0.5,0
2019-08-29,180.56749999999997,0.9396586259558938,180.58333333333334,1.071552258372987,181.472,1.808403192118162,0.016176772037888476,0.0033035491331192546,-0.017998809309537674,3,3,3,12323,13213,13223,V,0.5641028350125544,0.5,0.49792998869434596,0.498964994347173,0
2019-08-30,181.16500000000002,1.1640303547015818,180.80416666666667,1.1201416982875123,182.44549999999998,2.3290736242910905,0.0033035491331192546,-0.006354149832164424,-0.02746115419645087,2,3,3,23232,23223,13323,V,0.33295927120737234,0.898715223386926,0.8153770110196813,0.8570461172033037,1
2019-09-03,180.01749999999998,1.0458927605957886,181.87583333333336,2.128078340720195,182.96400000000003,2.6921746248203005,-0.006354149832164424,0.0067128744321012235,-0.012707097921035266,1,2,3,32321,23132,12323,V,0.5641028350125544,0.6551812301801129,0.7234740551070111,0.6893276426435619,1
2019-09-04,181.23000000000002,0.9546028842752639,183.6816666666667,2.072411126873208,182.42399999999998,3.588669889937967,0.0067128744321012235,0.01723190255168916,-0.0196021629972963,3,3,2,23213,32133,22322,V,0.5,0.7748707503920237,0.29380460218560817,0.3969023010928041,1
2019-09-05,184.38,1.0384282995630196,184.52416666666667,2.2508360399611274,181.416,4.474308414657365,0.01723190255168916,0.005705570958436823,-0.04410727844668615,3,3,2,32133,32233,22222,V,0.5641028350125544,0.08711033871796578,0.6645709446389227,0.6143368898257386,1
2019-09-06,185.435,0.9974801585328223,182.17,4.440958127578904,180.08599999999998,4.387321926210859,0.005705570958436823,-0.009087462742372487,-0.047402054628306524,3,2,2,21333,31322,32232,V,0.5641028350125544,0.6838287159394275,0.22018350399493966,0.623965775475991,1
2019-09-09,183.7575,3.8190869327628567,179.08833333333334,4.362884436477847,178.5345,3.46717156832634,-0.009087462742372487,-0.03567504261347043,-0.044406350761193404,2,1,1,13332,21331,33231,V,0.08727529575886293,0.2140653660883957,0.23753301614981134,0.22579919111910352,0
2019-09-10,177.31750000000002,2.786483745990032,177.07916666666665,1.9568688269939316,177.0325,1.6671212976423264,-0.03567504261347043,-0.006378952770504931,-0.005766492308993798,1,1,1,33321,22331,23231,V,0.6146407313296368,0.26576311780537665,0.5,0.5573203656648185,0
2019-09-11,176.19,1.730452734594823,177.19916666666666,1.5049582194945654,176.898,1.3510915664945287,-0.006378952770504931,0.008702586569363291,-0.0024405471366139215,2,1,1,33212,13221,23221,V,0.6516619924201091,0.6551812301801129,0.7860986379760129,0.653421611300111,0
2019-09-12,177.73000000000002,1.259867717923854,177.21833333333336,1.2413763134179552,176.77949999999998,1.4985061859978028,0.008702586569363291,-0.00029543552334665435,-0.021197884431441178,3,1,1,32123,13311,22221,V,0.5891985883307781,0.5,0.5,0.5,0
2019-09-13,177.6775,1.2977769453954702,176.85666666666665,1.2114554232097232,176.4925,1.3652563861780684,-0.00029543552334665435,-0.008080852053939047,-0.013395055648576749,2,2,1,21232,23312,22321,V,0.09985099545839135,0.7259768247099726,0.3614445706873482,0.23064778307286976,0
2019-09-16,176.2475,0.7014449372545194,176.16333333333333,1.3965889180645104,176.10899999999998,1.3822632089972464,-0.008080852053939047,0.002252811652923903,-0.01113490971503145,1,2,1,12321,32212,32311,V,0.5,0.94813933907426,0.6645709446389225,0.5822854723194613,0
2019-09-17,176.64499999999998,1.3236943252377675,176.17916666666667,1.4094064407230114,175.652,1.6868145001436095,0.002252811652923903,-0.005947624649918382,-0.005972430581108882,2,2,2,23212,33112,32312,V,0.6086877605778912,0.7448569007382598,0.5,0.5543438802889455,0
2019-09-18,175.5975,2.0400551463134495,175.88416666666672,1.587945833363647,175.3825,1.6616316489649878,-0.005947624649918382,0.003964284055306244,-0.0035592761855948976,2,2,2,32122,33122,32212,V,0.6557752046796791,0.7415884973711622,0.6645709446389226,0.6601730746593009,0
2019-09-19,176.29500000000002,0.7818141296582733,175.33916666666667,1.6838562794065806,175.12000000000003,1.621620372213839,0.003964284055306244,-0.0030393001765718353,-0.01636461612637919,2,2,1,21222,22122,22211,V,0.507961094948196,0.8176033914221199,0.6645709446389226,0.7410871680305213,1
2019-09-20,175.76,2.0291706023233593,175.00666666666666,1.7302040517251314,174.97899999999998,1.5355503042369225,-0.0030393001765718353,-0.010279669330383712,-0.011507168866636207,2,2,2,12222,31122,23212,V,0.8115147269936,0.6551812301801131,0.8188145833850603,0.8151646551893301,1
2019-09-23,173.96249999999998,1.2985986036236654,174.51500000000001,1.4839719428859586,174.8215,1.5168779397863632,-0.010279669330383712,0.007644771813124507,-0.01702953222677288,1,2,2,22221,31222,23112,V,1.0,0.6234036100275409,0.6645709446389226,0.6439872773332318,1
2019-09-24,175.2975,1.6880437395596888,175.0575,1.3731789594023978,174.711,1.6557901596010227,0.007644771813124507,-0.005792640256160553,-0.02373108572569503,2,2,2,22212,21222,23122,V,0.9902605219968001,0.7432482136195616,0.5,0.6216241068097808,1
2019-09-25,174.285,1.4982767879578647,174.94916666666666,1.5390815344538975,174.399,1.5701890600212853,-0.005792640256160553,0.007459841668303824,0.006426255845311031,2,2,2,22122,11222,22122,V,0.5454889236758454,0.21406536608839566,0.5,0.5227444618379227,1
2019-09-26,175.59,0.7543650751901574,174.65750000000003,1.7753879217588686,173.74200000000002,2.191705896520356,0.007459841668303824,-0.0035229132531000573,-0.004712682954610093,3,2,2,21223,12222,22112,V,0.630116140674204,0.5386929121708796,0.6645709446389226,0.6473435426565632,1
2019-09-27,174.9725,2.176041896042747,174.04,1.6822657881019218,172.8515,2.31675879534091,-0.0035229132531000573,-0.008970085907681558,-0.010544514137936117,2,2,2,12232,12222,32122,V,0.6629713433901572,0.5386929121708796,0.2097737542591614,0.6008321277805184,1
2019-09-30,173.41,1.6989408465276226,172.71583333333334,1.977190193331446,172.938,2.2796874208632416,-0.008970085907681558,0.0018868066004191775,0.0071795167522057815,2,1,2,22322,12221,31122,V,0.23120232519116868,0.6551812301801131,0.6645709446389226,0.6598760874095179,1
2019-10-01,173.7375,0.9718839093910984,171.95833333333334,2.1383971624191824,173.20850000000002,2.3267331401050604,0.0018868066004191775,-0.015881982908216408,0.004762932585077984,2,1,2,23222,22221,31222,V,0.5473080749911268,0.7510539934031466,0.6645709446389226,0.7078124690210346,1
2019-10-02,171.0,2.1315252754776255,172.51416666666668,2.7244030483203043,173.0865,2.330302160213292,-0.015881982908216408,0.0008037704572139148,0.0379824561403509,1,2,2,32221,22222,21222,V,0.7303879440595398,0.8576354773531563,0.9087364505722743,0.8831859639627153,1
2019-10-03,171.1375,2.221551634931465,173.76833333333335,2.3742169362983807,173.8175,1.9794387162978693,0.0008037704572139148,0.02463025884329273,0.03755751953838293,2,2,2,22212,22212,21122,V,0.9902605219968001,0.8591037411077866,0.5,0.9246821315522934,1
2019-10-04,175.40500000000003,1.005103643080322,174.4316666666667,1.362409852452856,174.50300000000001,1.192838719411104,0.02463025884329273,-0.0036696764892241163,0.017445340782759746,3,3,3,22123,22213,21223,V,0.34354295263587864,0.7911665302081488,0.7243908719288095,0.7577787010684791,1
2019-10-07,174.76250000000002,0.7780477705985188,174.1816666666667,1.2138281541794935,174.921,1.731533849996648,-0.0036696764892241163,-0.009399592043388694,0.01612187969387006,2,3,3,21232,22223,11223,V,0.09985099545839135,0.8185206417052745,0.6645709446389225,0.7415457931720986,1
2019-10-08,173.12749999999997,1.2302133961228003,174.1158333333333,1.2382205585093318,175.4815,2.0225889480147936,-0.009399592043388694,0.008784282258437415,0.03033891207347202,1,2,3,12321,22122,12223,V,0.5,0.8176033914221199,0.789851136058834,0.8037272637404769,1
2019-10-09,174.655,1.026336527005971,175.5716666666667,1.7205222956117043,176.549,1.8609106429521638,0.008784282258437415,-0.0005154344080668949,0.011078984283301542,3,2,3,23213,22132,12223,V,0.5,0.27332531374067054,0.789851136058834,0.3866626568703353,1
2019-10-10,174.565,1.0468524251297353,176.54166666666666,1.6960104702364067,177.134,1.5906516374049182,-0.0005154344080668949,0.01664527438370733,0.007891043450863562,2,3,3,32132,22233,11223,V,0.5,0.5819786355274668,0.6645709446389225,0.5409893177637334,1
2019-10-11,177.495,1.140599257700378,177.84166666666667,0.9146865666180467,177.897,0.8836949938215427,0.01664527438370733,0.000394299560113609,-0.019085044649145143,3,3,3,21323,21223,12233,V,0.5641028350125546,0.7532849402484835,0.6645709446389226,0.708927942443703,1
2019-10-14,177.565,0.5765703195043307,177.87,0.8236283363044467,177.716,1.1632549614178083,0.000394299560113609,0.005055764497686965,-0.03604313913214898,2,3,3,13232,21323,12233,V,0.4876745690890017,0.7885256641209546,0.6645709446389226,0.7265483043799386,1
2019-10-15,178.465,0.8086820553633333,178.14166666666665,0.8597867952773688,177.3915,1.4092449452772433,0.005055764497686965,-0.0049712919582516335,-0.0196256969153617,3,3,3,32323,22333,22233,V,0.7364946939026178,0.7758023366041462,0.8044364531706069,0.7901193948873766,1
2019-10-16,177.57999999999998,0.8903557341497377,177.51666666666665,1.3463373434708792,176.52000000000004,2.3244263582090134,-0.0049712919582516335,0.004494894633880087,-0.006884221196080461,2,2,2,23232,12232,22232,V,0.33295927120737234,0.1285675774731752,0.154775597473967,0.14167158747357111,0
2019-10-17,178.38,0.7925065720021894,176.97083333333333,1.5526543743089076,175.237,3.074520244988165,0.004494894633880087,-0.01008544481302831,0.005297679112008194,3,2,2,32323,13232,12232,V,0.7364946939026178,0.2140653660883957,0.3469122583536198,0.28048881222100774,0
2019-10-18,176.59000000000003,1.7553916941810943,175.54666666666665,2.498953720453757,174.55349999999999,2.7052974833988594,-0.01008544481302831,-0.003673424311892326,0.015431224871170312,1,1,1,23231,23331,22331,V,0.5641028350125545,0.2140653660883958,0.7031512487020002,0.6336270418572774,0
